repository,pr_number,reviewed_sha,first_finding_at,last_finding_at,root_findings,signal,example_url
llxprt-jefe,30,f9ab307f145d1e00643d25ec7f58e8206afe1a1c,2026-03-30T14:01:16Z,2026-03-30T14:01:16Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/30#discussion_r3010016181
llxprt-jefe,36,e36b9154e4dabdfcc57cb039518efa910912aeba,2026-04-04T20:59:29Z,2026-04-04T20:59:30Z,15,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/36#discussion_r3036043004
llxprt-jefe,36,f79f9e44e71d17574a2decd509c896bbbab91084,2026-04-04T21:38:16Z,2026-04-04T21:38:16Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/36#discussion_r3036079066
llxprt-jefe,36,77e345d67de391e8e3e2f023a9f73207c74260f1,2026-04-04T22:53:04Z,2026-04-04T22:53:05Z,10,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/36#discussion_r3036142734
llxprt-jefe,36,a4369977b6a721a6acd62a84a87fc6826894eaf1,2026-04-04T22:59:25Z,2026-04-04T22:59:25Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/36#discussion_r3036148009
llxprt-jefe,36,d03f49c75775423fcb7ecc9574a736ab9a249ba9,2026-04-04T23:17:50Z,2026-04-04T23:17:50Z,3,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/36#discussion_r3036162096
llxprt-jefe,36,8ba341bbb84829592ba178eda642359112ce14bc,2026-04-04T23:38:30Z,2026-04-04T23:38:30Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/36#discussion_r3036178197
llxprt-jefe,36,a36af044218d5e58b1c4a2c6fa8a237cb6e20517,2026-04-05T00:15:17Z,2026-04-05T00:15:17Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/36#discussion_r3036210914
llxprt-jefe,42,d76b20d29759dbaa4c53fd628e462970062c818d,2026-04-05T00:29:05Z,2026-04-05T00:29:05Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/42#discussion_r3036221085
llxprt-jefe,48,a06b44ce93ea82440c51fff7f597c7e62289ee9f,2026-04-05T08:42:26Z,2026-04-05T08:42:26Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/48#discussion_r3036596378
llxprt-jefe,49,0daa962192a0ff84e5f18b4499a7c9519a338725,2026-04-05T09:08:25Z,2026-04-05T09:08:25Z,5,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/49#discussion_r3036621218
llxprt-jefe,51,ea30b1123bc7da889ceb66dcf58804eb02a9d602,2026-04-06T04:18:17Z,2026-04-06T04:18:17Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/51#discussion_r3037884558
llxprt-jefe,52,d626375b576d3601a8f4d6330cb44ac89c116cbf,2026-04-06T04:27:55Z,2026-04-06T04:27:55Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/52#discussion_r3037904617
llxprt-jefe,52,17790a76e558f2d13f808c116cf04959cec37a5a,2026-04-06T04:39:03Z,2026-04-06T04:39:03Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/52#discussion_r3037932384
llxprt-jefe,53,66cd858b18fd50bbff1a832f063a1e09c2e2cfab,2026-04-06T04:39:06Z,2026-04-06T04:39:06Z,6,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/53#discussion_r3037932548
llxprt-jefe,53,efab587a8a44fd0eeb6bf8ba08fcb608cd0dfd5e,2026-04-06T04:50:49Z,2026-04-06T04:50:49Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/53#discussion_r3037964382
llxprt-jefe,57,066ee8e16c79f6bcf782cb74957869376b029d28,2026-04-06T05:43:57Z,2026-04-06T05:43:57Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/57#discussion_r3038086209
llxprt-jefe,57,ebf3161e8a4d878191f60aaa5b744178df3a053c,2026-04-06T05:56:55Z,2026-04-06T05:56:55Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/57#discussion_r3038117202
llxprt-jefe,53,12affc5518ae7f34ef3a831ce0931204d9dc4c53,2026-04-06T06:03:41Z,2026-04-06T06:03:41Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/53#discussion_r3038133588
llxprt-jefe,57,291865812f6b510ee38ff8668e9ed42a794874ff,2026-04-06T06:11:24Z,2026-04-06T06:11:24Z,2,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/57#discussion_r3038152933
llxprt-jefe,57,12584084979370a761991c130b98b2617f180285,2026-04-07T06:00:19Z,2026-04-07T06:00:19Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/57#discussion_r3043128312
llxprt-jefe,57,95b08817a3ba0e1c35c96cd2483813d721ceccf4,2026-04-07T14:47:21Z,2026-04-07T14:47:21Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/57#discussion_r3045826854
llxprt-code,1913,23351deaa38e5c9d407de2510351362a1dca34d1,2026-05-08T20:40:39Z,2026-05-08T20:40:39Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1913#discussion_r3211216571
llxprt-code,1944,5dde6cfa617ab014d01a1c86d9b8389c153a117f,2026-06-05T17:20:52Z,2026-06-05T17:20:52Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1944#discussion_r3364246401
llxprt-code,1947,5ef5a0bd3dc826fb9562b5a14f6af981079552d3,2026-06-05T20:23:48Z,2026-06-05T20:23:49Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1947#discussion_r3365174673
llxprt-code,1947,f9020b809f34742967fe14d096b8b751e366d12b,2026-06-05T21:08:27Z,2026-06-05T21:08:27Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1947#discussion_r3365400432
llxprt-code,1948,e9e7c886a543542da0125af154e4bcca76378e11,2026-06-05T21:44:12Z,2026-06-05T21:44:12Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1948#discussion_r3365545843
llxprt-code,1947,4a66e5e601f1918b97fdfeac8fd23fd8d24e1b4c,2026-06-05T22:21:09Z,2026-06-05T22:21:09Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1947#discussion_r3365688524
llxprt-code,1950,c9bc3812fc8670e04d9bd3f375c14df1394d78c5,2026-06-05T22:21:30Z,2026-06-05T22:21:30Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1950#discussion_r3365690059
llxprt-code,1947,67c65c01787ac1e406a62f510fb4ba799085ad5b,2026-06-05T22:37:55Z,2026-06-05T22:37:55Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1947#discussion_r3365749329
llxprt-code,1949,c533620a6c9fcb22eb4bda01d20b9ae124357752,2026-06-05T22:42:36Z,2026-06-05T22:42:36Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1949#discussion_r3365764064
llxprt-code,1947,9fbb71640c82d57415fc88423635d4d289696636,2026-06-05T23:27:17Z,2026-06-05T23:27:17Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1947#discussion_r3365896319
llxprt-code,1947,c24d719eb1c9adf26ed652f9ee9f4b04413ddea5,2026-06-05T23:49:03Z,2026-06-05T23:49:03Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1947#discussion_r3365953962
llxprt-code,1947,26b973abfd1fe15d554859b871aed2e22d9a02b7,2026-06-06T00:24:00Z,2026-06-06T00:24:00Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1947#discussion_r3366022158
llxprt-luther,28,7bf8f3a7e846671bfd85e7e2ea9bf1f1a8df4088,2026-06-06T01:05:51Z,2026-06-06T01:05:52Z,3,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/28#discussion_r3366163651
llxprt-code,1947,307900a39875ab781f07853c538be3db3c2c6df6,2026-06-06T01:08:13Z,2026-06-06T01:08:13Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1947#discussion_r3366169010
llxprt-code,1947,499ba48790c9ff689ecd74a1b32d2ef38603a2b3,2026-06-06T01:38:49Z,2026-06-06T01:38:49Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1947#discussion_r3366266115
llxprt-code,1952,5ed8df8468e5cc06b96aa39b8c4e9c690783d513,2026-06-06T03:43:35Z,2026-06-06T03:43:35Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1952#discussion_r3366563157
llxprt-code,1953,ca32ef9a25ce329174e30874ce13fc957f8814e8,2026-06-06T07:22:15Z,2026-06-06T07:22:16Z,12,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1953#discussion_r3366896972
llxprt-code,1957,b28489bd4ff671fabe6f78debf5d545700cbbbbd,2026-06-06T20:56:44Z,2026-06-06T20:56:44Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1957#discussion_r3368223124
llxprt-code,1957,1e09b867f1204684f98ef179f24b1458ed00bdab,2026-06-06T21:29:55Z,2026-06-06T21:29:55Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1957#discussion_r3368264362
llxprt-code,1959,5d2a896ecc60020cfd2c0dac95f3da90adc8fda9,2026-06-06T22:15:52Z,2026-06-06T22:15:53Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1959#discussion_r3368355902
llxprt-code,1961,54e501ff49ad4c7733ef63a1e39248644758dee5,2026-06-07T00:32:25Z,2026-06-07T00:32:26Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1961#discussion_r3368506036
llxprt-code,1959,6c602ca66d01261602a0714a8f1044a2e6cd1412,2026-06-07T21:54:14Z,2026-06-07T21:54:14Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1959#discussion_r3370149014
llxprt-code,1969,f55c114530ab62c052d40c7ae6469e44961c7409,2026-06-08T18:57:44Z,2026-06-08T18:57:44Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1969#discussion_r3375643021
llxprt-code,1971,922e900eea4e002cfd93b83c50c8b7f2163a9df7,2026-06-08T22:04:04Z,2026-06-08T22:04:04Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1971#discussion_r3376621874
llxprt-code,1974,6ea857b3b337bb58154750318f697b6a890bfeda,2026-06-09T04:13:21Z,2026-06-09T04:13:21Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1974#discussion_r3377868299
llxprt-code,1973,3572d109a5e366342cf7574d1bfbf6d2451e595e,2026-06-09T04:15:04Z,2026-06-09T04:15:04Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1973#discussion_r3377873681
llxprt-code,1974,1c4e74e6305d238a0355b2bbb20963ac5e174137,2026-06-09T12:37:13Z,2026-06-09T12:37:13Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1974#discussion_r3380618458
llxprt-code,1975,ba18442683358e2da21ec5acbe6a0c72f7ca156f,2026-06-09T12:57:59Z,2026-06-09T12:58:00Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1975#discussion_r3380767400
llxprt-code,1976,ce2f1e30d3fe07e3a3152f723fb5789844114072,2026-06-09T17:53:31Z,2026-06-09T17:53:33Z,23,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1976#discussion_r3382764563
llxprt-code,1979,4d86eba0cd2ea4d2f7b39b16fc88676057156c05,2026-06-09T21:01:07Z,2026-06-09T21:01:09Z,14,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1979#discussion_r3383820988
llxprt-code,1980,5e500eadab87624212a4a502528cf8f6a52f5a2b,2026-06-09T21:25:53Z,2026-06-09T21:25:54Z,17,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1980#discussion_r3383949558
llxprt-luther,30,cca7fe01f57dbc72664052a064cc03774ef22447,2026-06-09T21:29:59Z,2026-06-09T21:29:59Z,2,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/30#discussion_r3383969318
llxprt-code,1979,15476e875485b21fe3ca0b2e96432e7eba73943f,2026-06-09T22:25:53Z,2026-06-09T22:25:53Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1979#discussion_r3384227004
llxprt-luther,31,7cb5bda3d44d1f215c1cb0a74d8a21811d0227c0,2026-06-10T00:04:42Z,2026-06-10T00:04:42Z,1,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/31#discussion_r3384598585
llxprt-code,1980,4da8b5f2212a749c226457b91e75658e058f2730,2026-06-10T00:46:11Z,2026-06-10T00:46:11Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1980#discussion_r3384738328
llxprt-code,1982,80409ec0d3fa36ab054b7e3a2e52bde340ae6b8b,2026-06-10T17:40:36Z,2026-06-10T17:40:37Z,16,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1982#discussion_r3390314809
llxprt-code,1983,216b6fba528e42c7b9bb4f9b986312124ef77443,2026-06-10T17:54:42Z,2026-06-10T17:54:43Z,9,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1983#discussion_r3390403709
llxprt-code,1984,6fddd10591cfde23c5ba912a64a0da2ff5e67c3a,2026-06-10T18:50:54Z,2026-06-10T18:50:55Z,7,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1984#discussion_r3390761050
llxprt-code,1982,cfee23df6e7f9661ecb4a8fd326103766ecc60c8,2026-06-10T19:33:17Z,2026-06-10T19:33:17Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1982#discussion_r3390997937
llxprt-luther,33,b4477d74bb4f23469e34a1e54eb43fa1b19bbeba,2026-06-10T21:48:13Z,2026-06-10T21:48:13Z,1,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/33#discussion_r3391739018
llxprt-code,1992,555592fd6f21aaafc0fea33e477b78ec4b31e1a6,2026-06-10T23:43:43Z,2026-06-10T23:43:43Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1992#discussion_r3392292374
llxprt-code,1991,a9779df8ee9a80cfd2c1e3ee2c82078ae395fc00,2026-06-11T05:22:28Z,2026-06-11T05:22:28Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1991#discussion_r3393464931
llxprt-luther,37,a0e0c7b29b394361b36a703efbd2e5559bd09844,2026-06-11T20:11:02Z,2026-06-11T20:11:02Z,3,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/37#discussion_r3398867415
llxprt-code,1994,f208e363f864a0238648afd4256d58044a410b3f,2026-06-11T21:29:19Z,2026-06-11T21:29:19Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1994#discussion_r3399294099
llxprt-code,1996,2c54326a75342e456a527788f3e089e289e880ac,2026-06-11T21:51:04Z,2026-06-11T21:51:04Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1996#discussion_r3399395965
llxprt-luther,39,eb896f46fd444765442f7ef3180a570af772f6ff,2026-06-12T00:14:48Z,2026-06-12T00:14:48Z,4,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/39#discussion_r3399898069
llxprt-code,1999,85f6b9a5d19a0ca6049e4c535621767fef15354c,2026-06-12T01:26:55Z,2026-06-12T01:26:56Z,13,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1999#discussion_r3400087492
llxprt-luther,44,e875a6c15f129e6d6ddba9d922669d834e36b051,2026-06-12T03:44:01Z,2026-06-12T03:44:01Z,5,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/44#discussion_r3400519601
llxprt-code,1998,f9455f7d1c82325ba321439c7b668a8941d43ef6,2026-06-12T07:37:13Z,2026-06-12T07:37:13Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1998#discussion_r3401551325
llxprt-code,2004,,2026-06-12T08:53:18Z,2026-06-12T08:53:18Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-code/pull/2004#issuecomment-4689300065
llxprt-code,1998,270041839fb8a8b13779a389948b73b6a541cb84,2026-06-12T17:25:44Z,2026-06-12T17:25:44Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/1998#discussion_r3405102793
llxprt-jefe,61,,2026-06-12T18:30:51Z,2026-06-12T18:30:51Z,0,explicit_review_finished,https://github.com/vybestack/llxprt-jefe/pull/61#issuecomment-4694145455
llxprt-code,2011,9c855529d9b5be402102a7dd8095e4cb7aa4b2e9,2026-06-12T21:54:24Z,2026-06-12T21:54:24Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2011#discussion_r3406424753
llxprt-code,2011,5a8e942aa6627b3ff8003e9459a00e82016127da,2026-06-12T22:22:47Z,2026-06-12T22:22:47Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2011#discussion_r3406522056
llxprt-code,2009,51e7e40861995c3151df1d90b78121c9659e6fce,2026-06-12T22:23:12Z,2026-06-12T22:23:12Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2009#discussion_r3406523244
llxprt-code,2011,035d6770d9551d39236596d2fb384c62f6f3bd31,2026-06-12T22:47:22Z,2026-06-12T22:47:22Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2011#discussion_r3406615454
llxprt-code,2012,ebb49144a8c69b8222f5401a955276c8954062d0,2026-06-12T23:17:19Z,2026-06-12T23:17:19Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2012#discussion_r3406713389
llxprt-code,2011,73b233136a6229e9ac6234642419256c2f2b1514,2026-06-12T23:28:23Z,2026-06-12T23:28:23Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2011#discussion_r3406746643
llxprt-code,2011,7a64550a6f65af611dafc16740376fe41df90125,2026-06-13T00:38:21Z,2026-06-13T00:38:21Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2011#discussion_r3406938806
llxprt-code,2011,30cae5b7efc3a6ac09edc0ef321c7e7e5f7c46e8,2026-06-13T01:53:34Z,2026-06-13T01:53:34Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2011#discussion_r3407127813
llxprt-code,2006,08f9bab28b9b70c408b301e4dfc5651ceb1c2c35,2026-06-13T02:16:15Z,2026-06-13T02:16:15Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2006#discussion_r3407179973
llxprt-code,2011,c19967a6ac8e80dff5324d235d0f2e9a9d6b540c,2026-06-13T02:30:58Z,2026-06-13T02:30:58Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2011#discussion_r3407196287
llxprt-code,2011,392ce6d4a58ccecdab2f20ab57fca5ea4d88c5c9,2026-06-13T02:52:00Z,2026-06-13T02:52:00Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2011#discussion_r3407234569
llxprt-code,2028,d5e12458be986a1c9c7a27d375010d5f08851d75,2026-06-13T20:15:41Z,2026-06-13T20:15:41Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2028#discussion_r3408549365
llxprt-code,2031,a91549e4cb38f3cf77a92422d8254d843e922d56,2026-06-13T20:56:23Z,2026-06-13T20:56:23Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2031#discussion_r3408597491
llxprt-code,2032,7946a5f37f61c1e7cd7bc528c18d05a43fddc880,2026-06-13T22:48:26Z,2026-06-13T22:48:26Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2032#discussion_r3408716209
llxprt-jefe,63,79ea369d8655ba6df7fbf64a91c00d71e943378a,2026-06-15T13:16:54Z,2026-06-15T13:16:54Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/63#discussion_r3413745608
llxprt-code,2039,d52da0e19a405a45803b23e57267e50307ee8e9a,2026-06-15T13:24:34Z,2026-06-15T13:24:35Z,7,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2039#discussion_r3413794910
llxprt-jefe,64,94a7549f26a45fa31ae75464d478a8a8ccfd8745,2026-06-15T14:10:08Z,2026-06-15T14:10:08Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/64#discussion_r3414103393
llxprt-code,2043,b2e8b18b59463e6626981a8f61ecb28f86106383,2026-06-15T15:57:38Z,2026-06-15T15:57:38Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2043#discussion_r3414825659
llxprt-luther,56,c001bdef9175a7bd6b2ca31e01881a00bfe3ef43,2026-06-15T18:24:48Z,2026-06-15T18:24:48Z,4,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/56#discussion_r3415659767
llxprt-luther,57,34d015c3cc4c2a7aff710be07dd449ff54c34dee,2026-06-15T19:37:32Z,2026-06-15T19:37:33Z,7,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/57#discussion_r3416078121
llxprt-luther,57,378c734bbb2241bcbc22ca550132cdd887c45c80,2026-06-15T20:21:18Z,2026-06-15T20:21:18Z,1,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/57#discussion_r3416332283
llxprt-luther,58,cf6b81a7f7387270afaf15ef584cfafa97693ca8,2026-06-15T21:19:29Z,2026-06-15T21:19:29Z,6,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/58#discussion_r3416635757
llxprt-luther,59,46ec6e4b7b0c06a3cf2efe077095eac6c83e2c38,2026-06-15T22:20:41Z,2026-06-15T22:20:42Z,3,root_inline_group,https://github.com/vybestack/llxprt-luther/pull/59#discussion_r3416908027
llxprt-code,2050,52e3edccf159ef0c2faf0e9dd0cd0c8171c07086,2026-06-16T02:34:45Z,2026-06-16T02:34:45Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2050#discussion_r3417783139
llxprt-code,2052,fe94ed642ecdd83a7fc1108c07879000a9db1465,2026-06-16T17:17:33Z,2026-06-16T17:17:33Z,3,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2052#discussion_r3422686468
llxprt-jefe,66,103510d137e55be7939797e28781851d75c4a5dc,2026-06-16T18:52:00Z,2026-06-16T18:52:00Z,6,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/66#discussion_r3423237651
llxprt-jefe,66,54c6406ce1f6a33f5c4f049a12fee6375d74725d,2026-06-16T19:06:14Z,2026-06-16T19:06:14Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/66#discussion_r3423332142
llxprt-jefe,66,14aecb1bf88cd586c601bcacef3d7d6832f1f997,2026-06-16T19:16:54Z,2026-06-16T19:16:54Z,1,root_inline_group,https://github.com/vybestack/llxprt-jefe/pull/66#discussion_r3423394856
llxprt-code,2070,7b23c7d85fef83e7ec2024d4a03c7ae094621e72,2026-06-17T00:10:19Z,2026-06-17T00:10:19Z,4,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2070#discussion_r3424771471
llxprt-code,2071,6b5a7f58a18c87b4b77c4dd1d0c4c6c51cc6923a,2026-06-17T01:16:17Z,2026-06-17T01:16:17Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2071#discussion_r3424988061
llxprt-code,2072,b4cac5bb7993b8b7434fc91c2e6ea7a4c45be54c,2026-06-17T01:22:51Z,2026-06-17T01:22:51Z,2,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2072#discussion_r3425004584
llxprt-code,2070,777f70aa4f300995814a7b277f7ce869e5971b9f,2026-06-17T06:38:27Z,2026-06-17T06:38:27Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2070#discussion_r3426080540
llxprt-code,2052,2d7aeac7ff0da7016f2bcc423a66278a1c3e8780,2026-06-17T14:53:10Z,2026-06-17T14:53:10Z,1,root_inline_group,https://github.com/vybestack/llxprt-code/pull/2052#discussion_r3429133039
